route,airline,departure_point,arrival_point,aircraft_model,business_seats,economy_seats,departure_time,arrival_time
FV6767,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),ПЕНЗА,Sukhoi Superjet-100-95N,0,100,09.03.2025 12:05,09.03.2025 14:20
FV6357,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МИНЕРАЛЬНЫЕ ВОДЫ,A320 Passenger (sharklets),8,150,09.03.2025 12:25,09.03.2025 16:20
FV6271,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 12:30,09.03.2025 14:10
FV6027,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ВНУКОВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 13:00,09.03.2025 14:45
FV6045,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 13:00,09.03.2025 14:40
FV6567,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),СОЧИ (АДЛЕР),BOEING 737-800,0,189,09.03.2025 13:00,09.03.2025 17:35
FV6333,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),КАЛИНИНГРАД (ХРАБРОВО),Sukhoi Superjet-100-95N,0,100,09.03.2025 13:30,09.03.2025 14:25
FV6855,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 13:30,09.03.2025 15:10
FV6237,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),САМАРА (КУРУМОЧ),Sukhoi Superjet-100-95N,0,100,09.03.2025 13:35,09.03.2025 17:10
FV6427,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 14:00,09.03.2025 15:40
FV6917,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ВНУКОВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 14:30,09.03.2025 16:15
FV6113,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),НИЖНИЙ НОВГОРОД (СТРИГИНО),Sukhoi Superjet-100-95B,12,75,09.03.2025 14:50,09.03.2025 16:50
FV6115,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),ВОЛГОГРАД (ГУМРАК),BOEING 737-800,0,189,09.03.2025 15:00,09.03.2025 17:35
FV6495,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 15:00,09.03.2025 16:40
FV6853,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),АПАТИТЫ (ХИБИНЫ),Sukhoi Superjet-100-95N,0,100,09.03.2025 15:00,09.03.2025 16:55
FV6561,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),СОЧИ (АДЛЕР),AIRBUS INDUSTRIE A320,12,156,09.03.2025 15:15,09.03.2025 19:55
FV6925,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),ЕРЕВАН (ЗВАРТНОЦ),AIRBUS INDUSTRIE A319,8,120,09.03.2025 15:15,09.03.2025 20:30
FV6175,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ВНУКОВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 16:00,09.03.2025 17:45
FV6515,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 16:00,09.03.2025 17:40
FV6329,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),КАЛИНИНГРАД (ХРАБРОВО),AIRBUS INDUSTRIE A319,8,120,09.03.2025 16:05,09.03.2025 17:05
FV6307,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),АРХАНГЕЛЬСК (ТАЛАГИ),Sukhoi Superjet-100-95B,12,75,09.03.2025 16:20,09.03.2025 17:50
FV6517,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 16:30,09.03.2025 18:10
FV6403,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),ЕКАТЕРИНБУРГ (КОЛЬЦОВО),Sukhoi Superjet-100-95N,0,100,09.03.2025 16:40,09.03.2025 21:25
FV6107,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),НИЖНИЙ НОВГОРОД (СТРИГИНО),Sukhoi Superjet-100-95N,0,100,09.03.2025 16:50,09.03.2025 18:50
FV6177,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ВНУКОВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 17:00,09.03.2025 18:45
FV6245,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 17:00,09.03.2025 18:40
FV6413,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),УФА,AIRBUS INDUSTRIE A319,8,120,09.03.2025 17:10,09.03.2025 22:00
FV6013,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ВНУКОВО),Sukhoi Superjet-100-95N,0,100,09.03.2025 17:30,09.03.2025 19:15
FV6519,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 17:30,09.03.2025 19:10
FV6345,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МУРМАНСК,AIRBUS INDUSTRIE A319,8,120,09.03.2025 17:55,09.03.2025 19:55
FV6085,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 18:00,09.03.2025 19:40
FV6179,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ВНУКОВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 18:00,09.03.2025 19:45
FV6015,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ВНУКОВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 18:30,09.03.2025 20:15
FV6579,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 18:30,09.03.2025 20:10
FV6587,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),СЫКТЫВКАР,Sukhoi Superjet-100-95B,12,75,09.03.2025 18:50,09.03.2025 21:00
FV6093,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 19:00,09.03.2025 20:40
FV6181,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ВНУКОВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 19:00,09.03.2025 20:45
FV6447,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),АПАТИТЫ (ХИБИНЫ),Sukhoi Superjet-100-95N,0,100,09.03.2025 19:05,09.03.2025 20:55
FV6339,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МУРМАНСК,Sukhoi Superjet-100-95N,0,100,09.03.2025 19:25,09.03.2025 21:25
FV6703,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 19:30,09.03.2025 21:10
FV6953,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ВНУКОВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 20:00,09.03.2025 21:45
FV6705,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 20:30,09.03.2025 22:10
FV6169,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ВНУКОВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 21:00,09.03.2025 22:45
FV6595,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),КАЗАНЬ,AIRBUS INDUSTRIE A319,8,120,09.03.2025 21:20,09.03.2025 23:30
FV6709,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 21:30,09.03.2025 23:10
FV6471,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),ОМСК (ЦЕНТРАЛЬНЫЙ),AIRBUS INDUSTRIE A319,8,120,09.03.2025 21:45,10.03.2025 04:25
FV6187,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ВНУКОВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 22:00,09.03.2025 23:55
FV6575,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),КРАСНОЯРСК,AIRBUS INDUSTRIE A319,8,120,09.03.2025 22:05,10.03.2025 06:55
FV6111,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),НИЖНЕВАРТОВСК,AIRBUS INDUSTRIE A319,8,120,09.03.2025 22:10,10.03.2025 03:40
FV6803,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 22:30,10.03.2025 00:10
FV6001,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),ИРКУТСК,BOEING 737-800,0,189,09.03.2025 22:50,10.03.2025 10:00
FV6441,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),СУРГУТ,AIRBUS INDUSTRIE A320,12,156,09.03.2025 22:50,10.03.2025 04:15
FV6807,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 23:00,10.03.2025 00:40
FV6057,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 23:30,10.03.2025 01:10
FV6451,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),ТЮМЕНЬ (РОЩИНО),A320 Passenger (sharklets),8,150,09.03.2025 23:40,10.03.2025 04:45
FV6161,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ВНУКОВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 23:55,10.03.2025 01:40
FV6581,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),ПЕРМЬ (БОЛЬШОЕ САВИНО),A320 Passenger (sharklets),8,150,10.03.2025 00:05,10.03.2025 04:25
FV6401,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),ЕКАТЕРИНБУРГ (КОЛЬЦОВО),AIRBUS INDUSTRIE A319,8,120,10.03.2025 00:20,10.03.2025 05:05
FV6411,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),УФА,Sukhoi Superjet-100-95B,12,75,10.03.2025 00:25,10.03.2025 05:05
FV6461,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),ЧЕЛЯБИНСК (БАЛАНДИНО),AIRBUS INDUSTRIE A319,8,120,10.03.2025 00:25,10.03.2025 05:25
FV6453,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),ОРЕНБУРГ (ЦЕНТРАЛЬНЫЙ),AIRBUS INDUSTRIE A319,8,120,10.03.2025 00:35,10.03.2025 05:25
FV6971,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),ТАШКЕНТ,BOEING 737-800,0,189,10.03.2025 02:10,10.03.2025 09:00
FV6531,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),АЛМАТЫ,AIRBUS INDUSTRIE A319,8,120,10.03.2025 02:20,10.03.2025 09:15
FV6699,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,10.03.2025 06:00,10.03.2025 07:40
FV6559,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),СОЧИ (АДЛЕР),AIRBUS INDUSTRIE A320,12,156,10.03.2025 06:35,10.03.2025 11:15
FV6039,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,10.03.2025 07:00,10.03.2025 08:40
FV6051,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ВНУКОВО),Sukhoi Superjet-100-95B,12,75,10.03.2025 07:00,10.03.2025 08:45
FV6127,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,10.03.2025 07:30,10.03.2025 09:10
FV6231,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),САМАРА (КУРУМОЧ),A320 Passenger (sharklets),8,150,10.03.2025 07:40,10.03.2025 11:10
FV6475,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),КРАСНОЯРСК,AIRBUS INDUSTRIE A319,8,120,10.03.2025 07:50,10.03.2025 16:40
FV6133,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),ГРОЗНЫЙ,Sukhoi Superjet-100-95B,12,75,10.03.2025 07:55,10.03.2025 11:55
FV6323,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),КАЛИНИНГРАД (ХРАБРОВО),Sukhoi Superjet-100-95B,12,75,10.03.2025 07:55,10.03.2025 08:55
FV6593,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),КАЗАНЬ,Sukhoi Superjet-100-95B,12,75,10.03.2025 07:55,10.03.2025 10:20
FV6003,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ВНУКОВО),Sukhoi Superjet-100-95N,0,100,10.03.2025 08:00,10.03.2025 09:45
FV6131,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,10.03.2025 08:00,10.03.2025 09:40
FV6303,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),АРХАНГЕЛЬСК (ТАЛАГИ),Sukhoi Superjet-100-95N,0,100,10.03.2025 08:00,10.03.2025 09:45
FV6355,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МИНЕРАЛЬНЫЕ ВОДЫ,A320 Passenger (sharklets),8,150,10.03.2025 08:15,10.03.2025 12:20
FV6011,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ВНУКОВО),Sukhoi Superjet-100-95B,12,75,10.03.2025 08:30,10.03.2025 10:15
FV6167,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,10.03.2025 08:30,10.03.2025 10:10
FV6980,Rossiya,САМАРКАНД,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),BOEING 737-800,0,189,09.03.2025 10:10,09.03.2025 13:05
FV6238,Rossiya,САМАРА (КУРУМОЧ),САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),Sukhoi Superjet-100-95N,0,100,08.03.2025 18:10,08.03.2025 19:45
FV6848,Rossiya,САМАРА (КУРУМОЧ),КРАСНОЯРСК,AIRBUS INDUSTRIE A319,8,120,09.03.2025 10:10,09.03.2025 16:55
FV5563,Rossiya,САМАРА (КУРУМОЧ),ХУРГАДА,BOEING 737-800,0,189,09.03.2025 10:15,09.03.2025 14:15
FV6232,Rossiya,САМАРА (КУРУМОЧ),САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),AIRBUS INDUSTRIE A319,8,120,09.03.2025 12:00,09.03.2025 13:40
FV6238,Rossiya,САМАРА (КУРУМОЧ),САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),Sukhoi Superjet-100-95N,0,100,09.03.2025 18:10,09.03.2025 19:45
FV6582,Rossiya,ПЕРМЬ (БОЛЬШОЕ САВИНО),САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),AIRBUS INDUSTRIE A319,8,120,09.03.2025 05:20,09.03.2025 05:45
